Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mlg,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Ahmedabad,Diesel,Manual,First,5.0,4.5,21.79,6,maruti,sx4,21.79,1248.0,88.73,58
Pune,Diesel,Manual,Third,5.0,2.25,17.8,12,ford,fiesta,17.8,1399.0,68.0,117
Kochi,Petrol,Manual,First,5.0,3.95,18.5,6,honda,brio,18.5,1198.0,86.8,41
Bangalore,Petrol,Manual,Third,5.0,4.95,16.47,5,volkswagen,polo,16.47,1198.0,73.9,34
Hyderabad,Petrol,Automatic,First,5.0,8.6,21.4,3,maruti,baleno,21.4,1197.0,83.1,14
Jaipur,Diesel,Manual,First,5.0,4.0,25.8,7,honda,amaze,25.8,1498.0,98.6,70
Hyderabad,Petrol,Manual,First,5.0,2.5,22.74,5,maruti,alto,22.74,796.0,47.3,96
Mumbai,Petrol,Manual,First,5.0,1.2,19.7,12,maruti,alto,19.7,796.0,46.3,26
Kolkata,Diesel,Manual,First,5.0,2.74,21.9,8,hyundai,i20,21.9,1396.0,90.0,60
Hyderabad,Diesel,Manual,First,5.0,3.9,20.0,7,ford,figo,20.0,1399.0,68.0,65
Ahmedabad,Diesel,Manual,First,5.0,8.0,24.3,3,maruti,vitara,24.3,1248.0,88.5,80
Coimbatore,Diesel,Manual,First,5.0,5.05,21.1,7,maruti,ritz,21.1,1248.0,73.9,73
Jaipur,Diesel,Manual,First,5.0,6.5,19.87,5,renault,duster,19.87,1461.0,83.8,55
Mumbai,Petrol,Automatic,First,5.0,4.75,15.5,6,honda,amaze,15.5,1198.0,86.7,19
Mumbai,Petrol,Manual,Second,5.0,3.2,17.5,9,maruti,swift,17.5,1197.0,85.8,14
Kolkata,Petrol,Manual,First,5.0,3.6,22.5,4,maruti,wagon,22.5,998.0,67.04,16
Coimbatore,Petrol,Manual,First,5.0,3.58,16.8,3,maruti,omni,16.8,796.0,34.2,15
Delhi,Diesel,Manual,First,5.0,2.5,21.5,9,maruti,sx4,21.5,1248.0,88.8,75
Ahmedabad,Diesel,Manual,Second,5.0,3.5,23.5,7,ford,fiesta,23.5,1498.0,90.0,96
Mumbai,Petrol,Manual,Second,5.0,1.75,22.5,10,maruti,wagon,22.5,998.0,67.04,38
Jaipur,Petrol,Automatic,First,5.0,7.75,21.4,2,maruti,baleno,21.4,1197.0,83.1,4
Hyderabad,Petrol,Manual,First,5.0,6.45,18.7,4,honda,jazz,18.7,1199.0,88.7,31
Mumbai,Petrol,Manual,First,5.0,4.5,16.47,6,volkswagen,polo,16.47,1198.0,74.0,54
Kolkata,Petrol,Manual,First,5.0,3.4,17.0,5,hyundai,i20,17.0,1197.0,80.0,35
Hyderabad,Petrol,Manual,First,5.0,4.3,18.9,5,maruti,wagon,18.9,998.0,67.1,45
Chennai,Petrol,Automatic,First,5.0,3.4,24.07,4,maruti,alto,24.07,998.0,67.1,57
Delhi,Petrol,Manual,First,5.0,2.1,24.7,7,maruti,alto,24.7,796.0,47.3,56
Mumbai,Petrol,Manual,First,5.0,3.65,18.6,8,maruti,swift,18.6,1197.0,85.8,15
Kolkata,Petrol,Manual,First,5.0,3.0,18.2,6,chevrolet,sail,18.2,1199.0,82.5,14
Ahmedabad,Diesel,Manual,Second,5.0,3.95,23.0,11,hyundai,i20,23.0,1396.0,90.0,68
Kochi,Diesel,Manual,First,5.0,6.53,21.43,7,toyota,corolla,21.43,1364.0,87.2,81
Mumbai,Petrol,Automatic,First,5.0,5.99,16.5,3,honda,brio,16.5,1198.0,86.8,20
Jaipur,Petrol,Manual,First,5.0,3.05,16.47,9,volkswagen,polo,16.47,1198.0,73.9,46
Delhi,Petrol,Manual,First,5.0,2.4,16.47,10,volkswagen,polo,16.47,1198.0,73.9,65
Pune,Petrol,Manual,Third,5.0,1.3,18.2,13,maruti,zen,18.2,998.0,67.1,42
Kochi,Diesel,Manual,First,5.0,6.71,23.59,4,toyota,etios,23.59,1364.0,67.06,36
Chennai,Petrol,Automatic,First,5.0,5.4,18.9,4,hyundai,grand,18.9,1197.0,82.0,18
Kochi,Diesel,Manual,First,5.0,6.63,22.7,5,ford,ecosport,22.7,1498.0,89.84,56
Kochi,Petrol,Manual,First,5.0,5.11,23.1,3,maruti,celerio,23.1,998.0,67.04,21
Delhi,Petrol,Manual,Second,5.0,2.35,18.5,11,hyundai,i20,18.5,1197.0,80.0,46
Kolkata,Diesel,Manual,First,5.0,2.85,23.2,8,maruti,ritz,23.2,1248.0,73.94,39
Jaipur,Petrol,Manual,First,5.0,3.6,23.84,4,tata,tiago,23.84,1199.0,84.0,42
Coimbatore,Petrol,Manual,First,5.0,6.26,19.1,5,maruti,swift,19.1,1197.0,85.8,33
Kochi,Diesel,Manual,First,5.0,5.02,21.9,5,hyundai,i20,21.9,1396.0,90.0,64
Mumbai,Petrol,Manual,First,5.0,3.1,21.5,5,maruti,wagon,21.5,1197.0,81.8,55
Kolkata,Petrol,Manual,First,5.0,3.59,19.1,6,maruti,swift,19.1,1197.0,85.8,33
Kolkata,Diesel,Manual,First,5.0,4.65,20.4,5,fiat,linea,20.4,1248.0,91.7,32
Hyderabad,Diesel,Manual,First,5.0,12.9,25.6,3,honda,city,25.6,1498.0,98.6,46
Hyderabad,Petrol,Manual,First,5.0,2.35,14.0,5,maruti,omni,14.0,796.0,35.0,52
Chennai,Petrol,Manual,First,5.0,4.15,20.4,5,maruti,swift,20.4,1197.0,81.8,29
Ahmedabad,Petrol,Manual,First,5.0,2.65,24.7,4,maruti,alto,24.7,796.0,47.3,60
Delhi,Petrol,Manual,Second,5.0,2.25,15.6,10,ford,figo,15.6,1196.0,70.0,59
Hyderabad,Diesel,Manual,Second,5.0,2.41,17.8,10,ford,fiesta,17.8,1399.0,68.0,84
Kolkata,Petrol,Manual,First,5.0,1.02,19.7,11,maruti,alto,19.7,796.0,46.3,68
Mumbai,Petrol,Manual,First,5.0,5.65,21.4,3,maruti,baleno,21.4,1197.0,83.1,15
Pune,Diesel,Manual,Third,5.0,2.35,20.0,9,ford,figo,20.0,1399.0,68.0,95
Pune,Diesel,Manual,Second,5.0,4.1,25.8,6,honda,amaze,25.8,1498.0,98.6,52
Delhi,Diesel,Manual,First,5.0,8.45,23.0,3,ford,ecosport,23.0,1498.0,98.96,39
Kolkata,Petrol,Manual,First,5.0,3.5,23.1,4,maruti,celerio,23.1,998.0,67.04,25
Jaipur,Petrol,Manual,First,5.0,6.3,18.6,4,hyundai,i20,18.6,1197.0,81.83,30
Jaipur,Diesel,Manual,First,5.0,7.5,26.21,3,maruti,ciaz,26.21,1248.0,88.5,62
Delhi,Petrol,Manual,First,5.0,4.65,18.0,5,honda,amaze,18.0,1198.0,86.7,52
Hyderabad,Petrol,Manual,First,5.0,2.2,20.92,7,maruti,alto,20.92,998.0,67.1,90
Kochi,Diesel,Manual,First,5.0,5.22,28.4,4,maruti,swift,28.4,1248.0,74.0,62
Chennai,Diesel,Manual,Third,5.0,2.0,19.2,9,mahindra,logan,19.2,1461.0,65.0,128
Coimbatore,Petrol,Manual,First,4.0,1.74,26.0,7,tata,nano,26.0,624.0,35.0,37
Coimbatore,Petrol,Manual,First,5.0,4.95,18.16,3,ford,figo,18.16,1196.0,86.8,39
Delhi,Diesel,Manual,First,5.0,5.64,22.54,6,hyundai,i20,22.54,1396.0,88.73,55
Chennai,Petrol,Manual,First,5.0,1.5,16.9,14,honda,city,16.9,1497.0,100.0,109
Chennai,Petrol,Manual,Third,5.0,1.2,19.7,12,maruti,alto,19.7,796.0,46.3,68
Mumbai,Petrol,Automatic,First,5.0,2.9,19.2,9,hyundai,i10,19.2,1197.0,80.0,54
Delhi,Diesel,Manual,Second,5.0,7.85,28.09,4,maruti,ciaz,28.09,1248.0,88.5,38
Kolkata,Diesel,Manual,First,9.0,4.75,13.58,8,chevrolet,tavera,13.58,2499.0,78.0,67
Kolkata,Petrol,Manual,First,5.0,4.65,20.4,3,maruti,swift,20.4,1197.0,81.8,13
Delhi,Petrol,Manual,First,5.0,4.95,18.6,5,hyundai,i20,18.6,1197.0,81.83,50
Kolkata,Petrol,Manual,First,5.0,2.99,23.1,5,maruti,celerio,23.1,998.0,67.04,30
Pune,Petrol,Manual,Second,4.0,0.75,23.9,9,tata,nano,23.9,624.0,37.48,50
Chennai,Diesel,Manual,Second,5.0,5.0,22.77,6,ford,ecosport,22.77,1498.0,98.59,72
Coimbatore,Diesel,Manual,First,8.0,5.5,18.2,5,chevrolet,enjoy,18.2,1248.0,73.74,57
Jaipur,Diesel,Manual,First,5.0,5.11,20.14,5,volkswagen,polo,20.14,1498.0,88.8,63
Mumbai,Petrol,Manual,First,5.0,2.19,16.25,8,skoda,fabia,16.25,1198.0,75.0,27
Mumbai,Diesel,Manual,First,5.0,5.65,19.87,6,nissan,terrano,19.87,1461.0,83.14,51
Kochi,Petrol,Manual,First,5.0,3.2,20.36,8,hyundai,i10,20.36,1197.0,78.9,42
Bangalore,Diesel,Manual,First,5.0,4.5,23.0,8,hyundai,i20,23.0,1396.0,90.0,67
Pune,Diesel,Manual,Second,5.0,4.5,25.8,6,honda,amaze,25.8,1498.0,98.6,48
Coimbatore,Diesel,Manual,First,5.0,4.1,20.14,5,volkswagen,polo,20.14,1498.0,88.8,56
Kochi,Petrol,Automatic,First,5.0,7.22,21.4,3,maruti,baleno,21.4,1197.0,83.1,36
Hyderabad,Diesel,Manual,First,5.0,5.8,22.9,6,maruti,swift,22.9,1248.0,74.0,85
Bangalore,Diesel,Manual,Second,5.0,6.35,22.7,7,ford,ecosport,22.7,1498.0,89.84,36
Hyderabad,Petrol,Manual,Second,5.0,2.0,18.6,10,chevrolet,beat,18.6,1199.0,79.4,111
Kolkata,Petrol,Manual,Second,5.0,2.3,18.9,6,hyundai,grand,18.9,1197.0,82.0,44
Coimbatore,Petrol,Manual,First,5.0,6.16,19.1,4,hyundai,xcent,19.1,1197.0,81.86,21
Delhi,Petrol,Manual,First,5.0,2.85,20.36,8,hyundai,i10,20.36,1197.0,78.9,59
Chennai,Diesel,Manual,First,9.0,4.5,14.95,4,mahindra,xylo,14.95,2489.0,93.7,150
Delhi,Diesel,Manual,First,5.0,5.0,26.59,5,maruti,swift,26.59,1248.0,74.0,53
Ahmedabad,Petrol,Manual,First,5.0,3.67,20.36,6,hyundai,i10,20.36,1197.0,78.9,47
Coimbatore,Petrol,Manual,First,5.0,6.34,18.9,2,hyundai,grand,18.9,1197.0,82.0,20
Jaipur,Diesel,Manual,Second,5.0,2.35,21.1,11,maruti,ritz,21.1,1248.0,73.9,73
Delhi,Diesel,Manual,Second,5.0,2.65,22.07,8,volkswagen,polo,22.07,1199.0,73.9,74
Kochi,Petrol,Manual,First,5.0,3.16,20.36,9,hyundai,i10,20.36,1197.0,78.9,65
Jaipur,Petrol,Manual,Second,5.0,2.05,19.0,11,maruti,a-star,19.0,998.0,66.1,65
Hyderabad,Petrol,Manual,First,5.0,3.9,20.51,6,maruti,wagon,20.51,998.0,67.04,55
Coimbatore,Diesel,Manual,Second,7.0,6.68,24.2,3,honda,mobilio,24.2,1498.0,98.6,50
Jaipur,Petrol,Manual,Second,5.0,3.5,21.1,3,hyundai,eon,21.1,814.0,55.2,52
Delhi,Diesel,Manual,First,5.0,8.3,28.09,3,maruti,ciaz,28.09,1248.0,88.5,25
Delhi,Diesel,Manual,First,5.0,7.85,24.3,3,maruti,vitara,24.3,1248.0,88.5,40
Kolkata,Diesel,Manual,First,5.0,3.75,24.0,6,hyundai,grand,24.0,1120.0,70.0,25
Delhi,Diesel,Manual,First,7.0,7.65,25.47,3,maruti,ertiga,25.47,1248.0,88.5,65
Ahmedabad,Petrol,Manual,First,5.0,4.9,17.0,7,hyundai,i20,17.0,1197.0,80.0,40
Kochi,Petrol,Manual,First,5.0,6.75,20.73,4,maruti,ciaz,20.73,1373.0,91.1,51
Pune,Diesel,Manual,First,5.0,4.25,21.9,8,hyundai,i20,21.9,1396.0,90.0,64
Coimbatore,Petrol,Manual,Second,5.0,6.0,17.0,5,hyundai,i20,17.0,1197.0,80.0,29
Ahmedabad,Petrol,Manual,First,5.0,2.41,16.1,12,maruti,swift,16.1,1298.0,88.2,52
Hyderabad,Petrol,Automatic,First,5.0,7.25,19.0,5,honda,jazz,19.0,1199.0,88.7,33
Delhi,Petrol,Manual,First,5.0,6.5,21.4,4,maruti,baleno,21.4,1197.0,83.1,27
Hyderabad,Petrol,Manual,First,5.0,3.2,25.17,4,renault,kwid,25.17,799.0,53.3,73
Coimbatore,Petrol,Manual,First,5.0,6.42,18.16,3,ford,figo,18.16,1196.0,86.8,21
Pune,Diesel,Manual,First,7.0,7.75,15.4,6,mahindra,scorpio,15.4,2523.0,75.0,87
Jaipur,Diesel,Manual,First,5.0,9.0,24.3,3,maruti,vitara,24.3,1248.0,88.5,48
Kochi,Diesel,Manual,First,5.0,5.92,24.0,3,hyundai,grand,24.0,1186.0,73.97,20
Kolkata,Diesel,Manual,First,5.0,6.29,20.14,4,volkswagen,polo,20.14,1498.0,88.0,22
Kochi,Petrol,Manual,First,5.0,4.12,18.0,6,honda,amaze,18.0,1198.0,86.7,66
Ahmedabad,Petrol,Manual,First,5.0,2.7,17.92,6,hyundai,santro,17.92,1086.0,62.1,41
Delhi,Petrol,Manual,First,5.0,3.9,18.0,6,honda,amaze,18.0,1198.0,86.7,69
Jaipur,Diesel,Manual,First,5.0,3.9,21.9,7,hyundai,i20,21.9,1396.0,88.76,51
Chennai,Diesel,Manual,First,5.0,3.12,18.5,8,ford,figo,18.5,1399.0,68.0,72
Pune,Petrol,Manual,First,5.0,1.65,14.0,13,maruti,wagon,14.0,1061.0,64.0,83
Kolkata,Petrol,Manual,First,5.0,3.5,19.1,5,hyundai,xcent,19.1,1197.0,81.86,39
Kolkata,Petrol,Manual,Second,5.0,2.0,20.36,13,hyundai,i10,20.36,1197.0,78.9,71
Kolkata,Diesel,Manual,First,5.0,2.25,20.0,9,ford,figo,20.0,1399.0,68.0,60
Kolkata,Petrol,Manual,First,5.0,3.45,19.1,6,hyundai,xcent,19.1,1197.0,81.86,42
Kochi,Petrol,Manual,First,5.0,6.14,18.6,4,hyundai,i20,18.6,1197.0,81.83,61
Hyderabad,Diesel,Manual,First,5.0,4.0,28.4,9,maruti,dzire,28.4,1248.0,73.75,110
Delhi,Diesel,Manual,First,5.0,6.96,27.39,3,maruti,baleno,27.39,1248.0,74.0,33
Jaipur,Petrol,Manual,First,5.0,3.0,21.1,4,hyundai,eon,21.1,814.0,55.2,70
Delhi,Diesel,Manual,First,5.0,3.6,20.14,8,volkswagen,polo,20.14,1498.0,88.0,68
Coimbatore,Diesel,Manual,Second,5.0,3.7,25.44,6,chevrolet,beat,25.44,936.0,57.6,55
Coimbatore,Petrol,Manual,Second,5.0,3.19,24.07,9,maruti,alto,24.07,998.0,67.1,46
Coimbatore,Petrol,Manual,First,5.0,6.2,20.14,5,hyundai,xcent,20.14,1197.0,81.86,65
Coimbatore,Petrol,Manual,First,5.0,3.96,19.81,7,hyundai,i10,19.81,1086.0,68.05,64
Jaipur,Diesel,Manual,First,5.0,4.5,23.4,4,maruti,swift,23.4,1248.0,74.0,80
Mumbai,Diesel,Manual,First,5.0,3.55,25.4,3,hyundai,xcent,25.4,1186.0,73.97,69
Chennai,Diesel,Manual,First,5.0,5.5,22.71,6,nissan,sunny,22.71,1461.0,84.8,79
Pune,Petrol,Manual,Second,5.0,3.5,18.5,6,maruti,ritz,18.5,1197.0,85.8,25
Delhi,Diesel,Manual,First,5.0,3.1,23.08,6,renault,pulse,23.08,1461.0,63.12,67
Hyderabad,Petrol,Manual,First,5.0,3.25,17.5,10,skoda,fabia,17.5,1198.0,75.0,78
Mumbai,Diesel,Manual,First,5.0,8.99,23.0,3,ford,ecosport,23.0,1498.0,98.96,30
Delhi,Diesel,Manual,First,7.0,7.75,12.99,8,toyota,innova,12.99,2494.0,100.0,62
Delhi,Petrol,Manual,Second,5.0,4.5,17.57,3,tata,zest,17.57,1193.0,88.7,47
Jaipur,Diesel,Manual,First,5.0,5.25,26.59,5,maruti,swift,26.59,1248.0,74.0,144
Chennai,Petrol,Automatic,Second,5.0,2.8,19.34,7,nissan,micra,19.34,1198.0,76.0,89
Coimbatore,Petrol,Automatic,First,5.0,8.47,21.4,2,maruti,baleno,21.4,1197.0,83.1,38
Coimbatore,Diesel,Manual,First,5.0,9.32,26.21,2,maruti,ciaz,26.21,1248.0,88.5,68
Delhi,Diesel,Manual,First,7.0,6.5,24.5,5,honda,mobilio,24.5,1498.0,98.6,31
Chennai,Petrol,Manual,Second,5.0,4.2,17.6,7,toyota,etios,17.6,1496.0,88.8,67
Kochi,Diesel,Manual,First,5.0,3.85,25.44,7,chevrolet,beat,25.44,936.0,57.6,44
Hyderabad,Petrol,Manual,First,5.0,1.65,19.7,13,maruti,alto,19.7,796.0,46.3,76
Kochi,Diesel,Manual,First,5.0,9.38,24.3,3,maruti,vitara,24.3,1248.0,88.5,45
Kochi,Petrol,Manual,First,5.0,4.78,18.9,4,hyundai,grand,18.9,1197.0,82.0,59
Pune,Petrol,Manual,Second,5.0,2.75,17.0,10,hyundai,i20,17.0,1197.0,80.0,72
Mumbai,Petrol,Manual,First,5.0,1.5,14.0,9,maruti,omni,14.0,796.0,35.0,39
Kochi,Petrol,Manual,First,5.0,3.8,24.7,1,maruti,alto,24.7,796.0,47.3,19
Jaipur,Petrol,Manual,First,5.0,2.15,19.81,9,hyundai,i10,19.81,1086.0,68.05,70
Hyderabad,Petrol,Manual,Second,5.0,1.85,17.92,13,hyundai,santro,17.92,1086.0,62.1,69
Kolkata,Diesel,Manual,First,7.0,5.99,20.77,6,maruti,ertiga,20.77,1248.0,88.76,47
Kochi,Diesel,Manual,First,5.0,3.82,18.6,5,ford,fiesta,18.6,1388.0,67.0,69
Hyderabad,Diesel,Manual,First,5.0,2.2,22.3,8,tata,indica,22.3,1248.0,74.0,137
Ahmedabad,Diesel,Manual,First,5.0,4.0,24.0,6,hyundai,grand,24.0,1120.0,70.0,116
Coimbatore,Petrol,Automatic,First,5.0,3.83,16.95,9,hyundai,i10,16.95,1197.0,78.9,32
Kochi,Petrol,Manual,First,5.0,5.89,16.1,4,maruti,swift,16.1,1197.0,85.0,19
Kolkata,Petrol,Manual,First,5.0,1.36,17.92,10,hyundai,santro,17.92,1086.0,62.1,35
Ahmedabad,Diesel,Manual,First,5.0,4.25,23.4,8,maruti,swift,23.4,1248.0,74.0,56
Pune,Diesel,Manual,First,5.0,6.0,28.4,2,maruti,swift,28.4,1248.0,74.0,30
Chennai,Petrol,Manual,Third,5.0,0.95,17.3,17,maruti,wagon,17.3,1061.0,64.0,101
Hyderabad,Petrol,Manual,First,5.0,2.2,14.0,13,maruti,wagon,14.0,1061.0,64.0,84
Mumbai,Petrol,Manual,First,5.0,5.75,18.6,3,hyundai,i20,18.6,1197.0,81.83,14
Mumbai,Diesel,Manual,First,5.0,4.05,21.64,8,nissan,sunny,21.64,1461.0,84.8,38
Kolkata,Diesel,Manual,First,5.0,8.75,24.3,2,maruti,vitara,24.3,1248.0,88.5,2
Hyderabad,Diesel,Manual,First,5.0,4.79,19.3,4,maruti,swift,19.3,1248.0,73.9,69
Jaipur,Petrol,Manual,First,5.0,1.15,18.9,14,maruti,wagon,18.9,998.0,67.1,145
Pune,Diesel,Manual,First,5.0,7.45,25.1,6,honda,city,25.1,1498.0,98.6,71
Jaipur,Petrol,Manual,First,5.0,3.5,21.1,3,hyundai,eon,21.1,814.0,55.2,12
Coimbatore,Diesel,Manual,First,7.0,7.57,17.45,3,mahindra,nuvosport,17.45,1493.0,100.0,37
Hyderabad,Petrol,Manual,First,5.0,4.4,18.5,8,maruti,ritz,18.5,1197.0,85.8,68
Kolkata,Petrol,Manual,First,5.0,1.6,18.6,10,chevrolet,beat,18.6,1199.0,79.4,30
Pune,Petrol,Manual,First,5.0,4.9,19.1,6,maruti,swift,19.1,1197.0,85.8,68
Delhi,Diesel,Manual,First,7.0,5.95,20.77,6,maruti,ertiga,20.77,1248.0,88.8,52
Coimbatore,Diesel,Manual,First,5.0,5.35,20.45,5,renault,duster,20.45,1461.0,83.8,63
Hyderabad,Petrol,Automatic,First,5.0,5.4,15.5,6,honda,amaze,15.5,1198.0,86.7,57
Hyderabad,Diesel,Manual,Second,5.0,1.9,18.7,18,skoda,octavia,18.7,1896.0,66.0,99
Pune,Diesel,Manual,First,5.0,6.1,25.8,4,honda,amaze,25.8,1498.0,98.6,62
Hyderabad,Petrol,Manual,Second,5.0,2.5,21.1,7,hyundai,eon,21.1,814.0,55.2,84
Kochi,Petrol,Manual,First,5.0,3.48,22.7,2,datsun,redi-go,22.7,799.0,53.64,30
Chennai,Diesel,Manual,First,5.0,4.4,22.9,8,maruti,swift,22.9,1248.0,74.0,78
Coimbatore,Diesel,Manual,First,5.0,5.17,23.4,6,maruti,swift,23.4,1248.0,74.0,67
Kochi,Petrol,Manual,First,5.0,3.12,19.81,7,hyundai,i10,19.81,1086.0,68.05,56
Hyderabad,Diesel,Manual,First,8.0,12.6,12.99,7,toyota,innova,12.99,2494.0,100.0,114
Kochi,Diesel,Manual,First,5.0,6.61,23.4,5,maruti,swift,23.4,1248.0,74.0,35
Mumbai,Diesel,Manual,First,8.0,4.75,12.99,12,toyota,innova,12.99,2494.0,100.0,70
Hyderabad,Diesel,Manual,First,10.0,5.5,14.8,5,chevrolet,tavera,14.8,2499.0,80.0,120
Mumbai,Petrol,Manual,First,5.0,1.95,20.36,12,hyundai,i10,20.36,1197.0,78.9,38
Kolkata,Petrol,Manual,First,5.0,2.2,20.36,9,hyundai,i10,20.36,1197.0,78.9,37
Bangalore,Petrol,Manual,Second,5.0,4.35,18.0,7,honda,amaze,18.0,1198.0,86.7,44
Pune,Petrol,Automatic,First,5.0,4.5,23.1,4,maruti,celerio,23.1,998.0,67.04,54
Chennai,Petrol,Manual,First,5.0,3.55,18.9,7,hyundai,grand,18.9,1197.0,82.0,90
Kolkata,Diesel,Manual,First,5.0,4.75,19.3,5,maruti,swift,19.3,1248.0,73.9,35
Coimbatore,Petrol,Manual,Second,5.0,4.52,20.36,8,hyundai,i10,20.36,1197.0,78.9,47
Bangalore,Diesel,Manual,First,5.0,6.5,20.45,6,nissan,terrano,20.45,1461.0,83.8,87
Mumbai,Petrol,Automatic,First,5.0,4.15,22.5,4,maruti,wagon,22.5,998.0,67.0,8
Pune,Petrol,Manual,First,5.0,5.4,18.6,4,hyundai,i20,18.6,1197.0,81.83,20
Mumbai,Petrol,Manual,First,5.0,3.15,24.07,4,maruti,alto,24.07,998.0,67.1,13
Delhi,Petrol,Manual,First,5.0,5.95,18.6,4,hyundai,i20,18.6,1197.0,81.83,38
Coimbatore,Petrol,Automatic,First,5.0,6.97,23.84,1,tata,tiago,23.84,1199.0,83.83,15
Hyderabad,Petrol,Manual,First,5.0,3.2,20.36,9,hyundai,i10,20.36,1197.0,78.9,60
Bangalore,Diesel,Manual,First,5.0,6.69,20.46,7,renault,duster,20.46,1461.0,83.8,75
Kolkata,Petrol,Manual,First,5.0,2.25,18.5,11,hyundai,i20,18.5,1197.0,80.0,30
Kolkata,Diesel,Manual,First,5.0,4.5,23.4,7,maruti,swift,23.4,1248.0,74.0,22
Pune,Petrol,Manual,First,5.0,2.61,22.0,5,hyundai,eon,22.0,814.0,55.0,55
Jaipur,Petrol,Manual,First,4.0,0.5,26.0,10,tata,nano,26.0,624.0,35.0,57
Kolkata,Diesel,Manual,Second,5.0,5.75,26.21,5,maruti,ciaz,26.21,1248.0,88.5,62
Jaipur,Petrol,Manual,First,5.0,2.75,21.1,5,hyundai,eon,21.1,814.0,55.2,38
Kochi,Petrol,Manual,First,5.0,4.92,19.4,4,honda,brio,19.4,1198.0,86.8,38
Pune,Diesel,Manual,First,5.0,3.52,23.2,8,maruti,ritz,23.2,1248.0,73.94,23
Pune,Diesel,Manual,First,5.0,5.8,26.59,4,maruti,swift,26.59,1248.0,74.0,39
Hyderabad,Diesel,Manual,First,5.0,6.95,23.4,7,maruti,swift,23.4,1248.0,74.0,84
Kolkata,Petrol,Manual,First,5.0,2.4,16.95,7,renault,scala,16.95,1498.0,97.6,45
Ahmedabad,Petrol,Manual,First,5.0,4.25,17.5,8,maruti,swift,17.5,1298.0,85.8,55
Jaipur,Diesel,Manual,First,5.0,1.5,19.09,12,tata,indigo,19.09,1396.0,69.0,128
Jaipur,Diesel,Manual,First,5.0,4.5,24.0,4,hyundai,grand,24.0,1120.0,70.0,46
Pune,Diesel,Manual,First,5.0,2.5,22.3,6,tata,indica,22.3,1248.0,74.0,180
Chennai,Diesel,Manual,Third,5.0,1.55,17.8,14,ford,fiesta,17.8,1399.0,68.0,89
Pune,Diesel,Manual,First,5.0,6.5,19.87,4,renault,duster,19.87,1461.0,83.8,54
Kochi,Diesel,Manual,First,5.0,4.96,24.0,5,hyundai,grand,24.0,1120.0,70.0,66
Bangalore,Petrol,Manual,First,5.0,3.25,19.4,8,honda,brio,19.4,1198.0,86.8,60
Bangalore,Petrol,Manual,Second,5.0,2.75,24.7,6,maruti,alto,24.7,796.0,47.3,73
Hyderabad,Diesel,Manual,First,7.0,7.0,20.77,7,maruti,ertiga,20.77,1248.0,88.8,120
Pune,Petrol,Manual,Third,5.0,0.8,16.8,15,hyundai,getz,16.8,1341.0,83.0,91
Coimbatore,Petrol,Automatic,Second,5.0,5.91,18.9,5,hyundai,grand,18.9,1197.0,82.0,33
Coimbatore,Petrol,Manual,First,5.0,6.44,18.9,1,hyundai,grand,18.9,1197.0,81.86,13
Jaipur,Petrol,Manual,First,5.0,4.6,18.9,5,hyundai,grand,18.9,1197.0,82.0,14
Coimbatore,Petrol,Manual,First,5.0,7.21,18.6,4,hyundai,i20,18.6,1197.0,81.83,17
Pune,Diesel,Manual,First,5.0,8.0,19.87,4,renault,duster,19.87,1461.0,83.8,60
Hyderabad,Diesel,Manual,Second,5.0,3.5,19.3,11,maruti,swift,19.3,1248.0,73.9,88
Coimbatore,Petrol,Manual,Second,4.0,1.74,25.4,5,tata,nano,25.4,624.0,37.5,19
Mumbai,Petrol,Manual,First,5.0,6.8,18.12,1,ford,figo,18.12,1196.0,86.8,1
Jaipur,Petrol,Manual,First,5.0,7.5,18.6,3,hyundai,i20,18.6,1197.0,81.83,8
Hyderabad,Diesel,Manual,First,5.0,5.99,27.4,5,honda,amaze,27.4,1498.0,98.6,29
Delhi,Petrol,Manual,First,5.0,7.0,21.4,2,maruti,baleno,21.4,1197.0,83.1,22
Jaipur,Diesel,Manual,First,5.0,5.5,25.8,5,honda,amaze,25.8,1498.0,98.6,60
Jaipur,Petrol,Manual,First,5.0,2.4,15.6,10,ford,figo,15.6,1196.0,70.0,42
Pune,Petrol,Manual,Third,5.0,1.0,18.9,18,maruti,wagon,18.9,998.0,67.1,93
Ahmedabad,Petrol,Manual,Second,5.0,2.65,19.81,8,hyundai,i10,19.81,1086.0,68.05,60
Chennai,Petrol,Manual,First,5.0,6.7,20.73,5,maruti,ciaz,20.73,1373.0,91.1,30
Kolkata,Diesel,Manual,First,5.0,4.9,22.7,7,ford,ecosport,22.7,1498.0,89.84,36
Hyderabad,Diesel,Manual,First,7.0,8.0,16.5,3,mahindra,bolero,16.5,1493.0,70.0,40
Kochi,Petrol,Manual,First,5.0,3.63,24.07,2,maruti,alto,24.07,998.0,67.1,46
Mumbai,Petrol,Manual,First,5.0,4.8,17.5,5,maruti,swift,17.5,1197.0,85.8,60
Mumbai,Petrol,Manual,First,5.0,4.25,17.57,3,tata,zest,17.57,1193.0,88.7,100
Ahmedabad,Petrol,Automatic,First,5.0,3.41,16.95,8,hyundai,i10,16.95,1197.0,78.9,37
